label,text,source
ham,All e best 4 ur driving tmr :-),sms_spam
ham,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATS AL!!!!!!!!!,sms_spam
ham,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,sms_spam
ham,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?,sms_spam
ham,it's really getting me down just hanging around.,sms_spam
spam,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa",sms_spam
ham,Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic,sms_spam
ham,Ok i msg u b4 i leave my house.,sms_spam
ham,Gimme a few was  &lt;#&gt;  minutes ago,sms_spam
spam,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16",sms_spam
ham,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice,sms_spam
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,sms_spam
spam,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,sms_spam
ham,K I'll be there before 4.,sms_spam
ham,I dled 3d its very imp,sms_spam
ham,"sure, but make sure he knows we ain't smokin yet",sms_spam
ham,Boooo you always work. Just quit.,sms_spam
ham,I am taking half day leave bec i am not well,sms_spam
ham,Ugh I don't wanna get out of bed. It's so warm.,sms_spam
ham,S:)s.nervous  &lt;#&gt; :),sms_spam
ham,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,sms_spam
spam,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,sms_spam
ham,I borrow ur bag ok.,sms_spam
spam,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",sms_spam
ham,Where's my boytoy? I miss you ... What happened?,sms_spam
ham,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up",sms_spam
ham,Also are you bringing galileo or dobby,sms_spam
ham,Then why you not responding,sms_spam
ham,BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & ILLSPEAK 2U SOONLOTS OF LOVEME XXXX.,sms_spam
ham,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*,sms_spam
ham,On the road so cant txt,sms_spam
spam,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",sms_spam
spam,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,sms_spam
ham,Have a good evening! Ttyl,sms_spam
ham,Hmm .. Bits and pieces lol ... *sighs* ...,sms_spam
ham,Hahaha..use your brain dear,sms_spam
ham,Hey. You got any mail?,sms_spam
ham,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around",sms_spam
ham,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,sms_spam
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,sms_spam
ham,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx,sms_spam
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",sms_spam
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago",sms_spam
ham,Surely result will offer:),sms_spam
ham,Good Morning my Dear........... Have a great &amp; successful day.,sms_spam
spam,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,sms_spam
ham,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks",sms_spam
spam,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,sms_spam
spam,Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP,sms_spam
ham,I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx,sms_spam
ham,"Pls send me a comprehensive mail about who i'm paying, when and how much.",sms_spam
ham,Our Prashanthettan's mother passed away last night. pray for her and family.,sms_spam
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ ",sms_spam
ham,K.k:)when are you going?,sms_spam
ham,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore,sms_spam
ham,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.,sms_spam
ham,I am in office:)whats the matter..msg me now.i will call you at break:).,sms_spam
ham,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later",sms_spam
spam,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X",sms_spam
ham,U reach orchard already? U wan 2 go buy tickets first?,sms_spam
ham,"I am real, baby! I want to bring out your inner tigress...",sms_spam
ham,No da if you run that it activate the full version da.,sms_spam
ham,AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.,sms_spam
ham,Stop the story. I've told him i've returned it and he's saying i should not re order it.,sms_spam
spam,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.,sms_spam
ham,Going to take your babe out ?,sms_spam
ham,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.,sms_spam
ham,Spoons it is then okay?,sms_spam
ham,Did he just say somebody is named tampa,sms_spam
ham,In work now. Going have in few min.,sms_spam
ham,Your brother is a genius,sms_spam
ham,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you",sms_spam
ham,Did u find out what time the bus is at coz i need to sort some stuff out.,sms_spam
ham,Dude ive been seeing a lotta corvettes lately,sms_spam
spam,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins,sms_spam
ham,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",sms_spam
spam,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,sms_spam
spam,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,sms_spam
spam,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,sms_spam
ham,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",sms_spam
ham,Its going good...no problem..but still need little experience to understand american customer voice...,sms_spam
ham,I'll text you when I drop x off,sms_spam
ham,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,sms_spam
ham,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,sms_spam
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",sms_spam
ham,Are you in castor? You need to see something,sms_spam
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,sms_spam
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,sms_spam
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,sms_spam
spam,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,sms_spam
ham,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.",sms_spam
ham,I love to give massages. I use lots of baby oil... What is your fave position?,sms_spam
ham,Dude we should go sup again,sms_spam
ham,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,sms_spam
ham,Gibbs unsold.mike hussey,sms_spam
ham,I like to talk pa but am not able to. I dont know y.,sms_spam
ham,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,sms_spam
ham,You unbelievable faglord,sms_spam
ham,Wife.how she knew the time of murder exactly,sms_spam
ham,Why do you ask princess?,sms_spam
ham,I am great princess! What are you thinking about me? :),sms_spam
ham,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,sms_spam
ham,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.,sms_spam
ham,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,sms_spam
ham,"Superb Thought- ""Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today."":-)",sms_spam
ham,Hope you are having a good week. Just checking in,sms_spam
ham,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.",sms_spam
ham,"Thursday night? Yeah, sure thing, we'll work it out then",sms_spam
spam,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",sms_spam
ham,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,sms_spam
ham,How is it possible to teach you. And where.,sms_spam
ham,"I wonder if your phone battery went dead ? I had to tell you, I love you babe",sms_spam
ham,Lovely smell on this bus and it ain't tobacco... ,sms_spam
ham,"We're all getting worried over here, derek and taylor have already assumed the worst",sms_spam
ham,Hey what's up charles sorry about the late reply.,sms_spam
spam,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",sms_spam
ham,I.ll give her once i have it. Plus she said grinule greet you whenever we speak,sms_spam
ham,WHITE FUDGE OREOS ARE IN STORES,sms_spam
spam,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",sms_spam
ham,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you,sms_spam
ham,I am sorry it hurt you.,sms_spam
ham,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/,sms_spam
ham,Ok lor but not too early. Me still having project meeting now.,sms_spam
ham,"Call me da, i am waiting for your call.",sms_spam
ham,I could ask carlos if we could get more if anybody else can chip in,sms_spam
ham,Was actually about to send you a reminder today. Have a wonderful weekend,sms_spam
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",sms_spam
ham,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? ,sms_spam
ham,Dont talk to him ever ok its my word.,sms_spam
ham,When u wana see it then,sms_spam
ham,On ma way to school. Can you pls send me ashley's number,sms_spam
ham,It shall be fine. I have avalarr now. Will hollalater,sms_spam
ham,She went to attend another two rounds today..but still did't reach home..,sms_spam
ham,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,sms_spam
ham,"K, wait chikku..il send aftr  &lt;#&gt; mins",sms_spam
ham,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,sms_spam
ham,K:)i will give my kvb acc details:),sms_spam
ham,Oh all have to come ah?,sms_spam
spam,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy,sms_spam
ham,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),sms_spam
ham,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,sms_spam
ham,So do you have samus shoulders yet,sms_spam
ham,What time you think you'll have it? Need to know when I should be near campus,sms_spam
spam,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",sms_spam
ham,Then dun wear jeans lor...,sms_spam
ham,"Since when, which side, any fever, any vomitin.",sms_spam
ham,K:)k.are you in college?,sms_spam
spam,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",sms_spam
ham,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,sms_spam
ham,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),sms_spam
ham,Theyre doing it to lots of places. Only hospitals and medical places are safe.,sms_spam
spam,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),sms_spam
ham,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,sms_spam
ham,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",sms_spam
ham,I cant wait to see you! How were the photos were useful? :),sms_spam
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,sms_spam
ham,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging ,sms_spam
ham,Chk in ur belovd ms dict,sms_spam
ham,Is that what time you want me to come?,sms_spam
ham,"Awesome, lemme know whenever you're around",sms_spam
ham,Shb b ok lor... Thanx...,sms_spam
ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT",sms_spam
ham,Also remember to get dobby's bowl from your car,sms_spam
spam,Filthy stories and GIRLS waiting for your,sms_spam
ham,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,sms_spam
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",sms_spam
ham,Welp apparently he retired,sms_spam
ham,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,sms_spam
ham,Where @,sms_spam
ham,U sure u can't take any sick time?,sms_spam
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,sms_spam
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",sms_spam
ham,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,sms_spam
ham,Are you this much buzy,sms_spam
ham,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,sms_spam
ham,I am not sure about night menu. . . I know only about noon menu,sms_spam
ham,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,sms_spam
ham,Are you willing to go for aptitude class.,sms_spam
ham,"It wont b until 2.15 as trying 2 sort house out, is that ok?",sms_spam
ham,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",sms_spam
ham,"Haha awesome, omw back now then",sms_spam
ham,Yup i thk so until e shop closes lor.,sms_spam
ham,what is your account number?,sms_spam
ham,Eh u send wrongly lar...,sms_spam
ham,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya ,sms_spam
ham,Ok i shall talk to him,sms_spam
ham,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,sms_spam
ham,Hey you can pay. With salary de. Only  &lt;#&gt; .,sms_spam
ham,Another month. I need chocolate weed and alcohol.,sms_spam
ham,If he started searching he will get job in few days.he have great potential and talent.,sms_spam
ham,Reckon need to be in town by eightish to walk from * carpark.,sms_spam
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",sms_spam
ham,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,sms_spam
ham,Yo guess what I just dropped,sms_spam
ham,Carlos says he'll be at mu in  &lt;#&gt;  minutes,sms_spam
ham,I'm in office now . I will call you  &lt;#&gt;  min:),sms_spam
ham,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*",sms_spam
ham,"Yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.èn",sms_spam
ham,Ugh. Gotta drive back to sd from la. My butt is sore.,sms_spam
ham,26th OF JULY,sms_spam
ham,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,sms_spam
ham,Up to ü... Ü wan come then come lor... But i din c any stripes skirt...,sms_spam
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,sms_spam
ham,"I can't, I don't have her number!",sms_spam
ham,Change again... It's e one next to escalator...,sms_spam
ham,Yetunde i'm in class can you not run water on it to make it ok. Pls now.,sms_spam
ham,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? ,sms_spam
ham,Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.,sms_spam
ham,"Aight will do, thanks again for comin out",sms_spam
ham,No..but heard abt tat..,sms_spam
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,sms_spam
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,sms_spam
ham,&lt;#&gt;  am I think? Should say on syllabus,sms_spam
ham,Umma. Did she say anything,sms_spam
ham,Give me a sec to think think about it,sms_spam
spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,sms_spam
ham,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,sms_spam
ham,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",sms_spam
ham,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",sms_spam
ham,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am,sms_spam
ham,"I just got home babe, are you still awake ?",sms_spam
ham,I dunno they close oredi not... Ü v ma fan...,sms_spam
ham,Just buy a pizza. Meat lovers or supreme. U get to pick.,sms_spam
ham,"Ya, told..she was asking wats matter?",sms_spam
ham,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",sms_spam
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,sms_spam
ham,Shall i send that exe to your mail id.,sms_spam
ham,Nope watching tv at home... Not going out. V bored...,sms_spam
ham,Don know..wait i will check it.,sms_spam
ham,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",sms_spam
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,sms_spam
ham,We still on for tonight?,sms_spam
ham,May i call You later Pls,sms_spam
ham,Hasn't that been the pattern recently crap weekends?,sms_spam
ham,I have a sore throat. It's scratches when I talk,sms_spam
ham,Yes da. Any plm at ur office,sms_spam
ham,Are you not around or just still asleep? :V,sms_spam
ham,"Lol you forgot it eh ? Yes, I'll bring it in babe",sms_spam
ham,"Its good, we'll find a way",sms_spam
ham,Can not use foreign stamps in this country. Good lecture .,sms_spam
ham,Yup bathe liao...,sms_spam
ham,HAPPY NEW YEAR MY NO.1 MAN,sms_spam
ham,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",sms_spam
ham,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,sms_spam
ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*",sms_spam
ham,"No my blankets are sufficient, thx",sms_spam
ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",sms_spam
ham,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",sms_spam
ham,They just talking thats it de. They wont any other.,sms_spam
ham,Today am going to college so am not able to atten the class.,sms_spam
ham,I'm in class. Will holla later,sms_spam
ham,Easy ah?sen got selected means its good..,sms_spam
ham,Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian?,sms_spam
spam,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",sms_spam
ham,"Come round, it's . ",sms_spam
ham,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here..""",sms_spam
spam,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",sms_spam
ham,I walked an hour 2 c u! doesnt that show I care y wont u believe im serious?,sms_spam
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,sms_spam
ham,Are you available for soiree on June 3rd?,sms_spam
ham,Do u noe wat time e place dat sells 4d closes?,sms_spam
ham,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",sms_spam
ham,Jay's getting really impatient and belligerent,sms_spam
ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,sms_spam
ham,I'm at work. Please call,sms_spam
ham,Then u drive lor.,sms_spam
ham,Ard 515 like dat. Y?,sms_spam
ham,Tell me they're female :V how're you throwing in? We're deciding what all to get now,sms_spam
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,sms_spam
ham,I'm working technical support :)voice process.networking field.,sms_spam
ham,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,sms_spam
ham,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,sms_spam
spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,sms_spam
ham,"That's fine, I'll bitch at you about it later then",sms_spam
ham,No my mum went 2 dentist.,sms_spam
ham,Once free call me sir. I am waiting for you.,sms_spam
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow,sms_spam
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,sms_spam
ham,Jus finish bathing...,sms_spam
ham,"alright, I'll make sure the car is back tonight",sms_spam
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,sms_spam
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,sms_spam
ham,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,sms_spam
ham,Aight ill get on fb in a couple minutes,sms_spam
ham,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,sms_spam
ham,Where can download clear movies. Dvd copies.,sms_spam
ham,"Yep, by the pretty sculpture",sms_spam
ham,Convey my regards to him,sms_spam
ham,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,sms_spam
ham,You tell what happen dont behave like this to me. Ok no need to say,sms_spam
ham,Can u get pic msgs to your phone?,sms_spam
ham,Send to someone else :-),sms_spam
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,sms_spam
ham,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,sms_spam
ham,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)",sms_spam
ham,I don't think he has spatula hands!,sms_spam
ham,You can never do NOTHING,sms_spam
spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99,sms_spam
ham,Goodmorning today i am late for  &lt;DECIMAL&gt; min.,sms_spam
spam,WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm ,sms_spam
ham,Please da call me any mistake from my side sorry da. Pls da goto doctor.,sms_spam
ham,Where r we meeting?,sms_spam
ham,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",sms_spam
ham,Now only i reached home. . . I am very tired now. . I will come tomorro,sms_spam
ham,Ryder unsold.now gibbs.,sms_spam
spam,Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,sms_spam
ham,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,sms_spam
